Sample name	Sex	Biosample ID	Population code	Population name	Superpopulation code	Superpopulation name	Population elastic ID	Data collections
HGDP01013	male			Karitiana		America (HGDP)	KaritianaHGDP	Human Genome Diversity Project
HGDP00849	male			Surui		America (HGDP)	SuruiHGDP	Human Genome Diversity Project
HGDP00856	male			Maya		America (HGDP)	MayaHGDP	HGDP Transcriptome,Human Genome Diversity Project
HGDP01408	male			Bantu Kenya		Africa (HGDP)	BantuKenyaHGDP	Human Genome Diversity Project
HGDP00863	female			Maya		America (HGDP)	MayaHGDP	Human Genome Diversity Project
HGDP01415	male			Bantu Kenya		Africa (HGDP)	BantuKenyaHGDP	Human Genome Diversity Project
HGDP00868	female			Maya		America (HGDP)	MayaHGDP	HGDP Transcriptome,Human Genome Diversity Project
HGDP00870	female			Maya		America (HGDP)	MayaHGDP	Human Genome Diversity Project
HGDP00875	female			Maya		America (HGDP)	MayaHGDP	Human Genome Diversity Project
HGDP01162	male			Tuscan		Europe (HGDP)	TuscanHGDP	Human Genome Diversity Project
HGDP00832	female			Surui		America (HGDP)	SuruiHGDP	Human Genome Diversity Project
HGDP01167	male			Tuscan		Europe (HGDP)	TuscanHGDP	Human Genome Diversity Project
HGDP00837	male			Surui		America (HGDP)	SuruiHGDP	Human Genome Diversity Project
HGDP01174	male			Bergamo Italian		Europe (HGDP)	BergamoItalianHGDP	Human Genome Diversity Project
SC_GMJOL5309844	male		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMJOL5309868	male		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMJOL5309813	female		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00907	male			Mandenka		Africa (HGDP)	MandenkaHGDP	Human Genome Diversity Project
SC_GMJOL5309837	female		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00914	female			Mandenka		Africa (HGDP)	MandenkaHGDP	Human Genome Diversity Project
SC_GMWOF5428778	male		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00919	male			Mandenka		Africa (HGDP)	MandenkaHGDP	Human Genome Diversity Project
SC_GMWOF5428723	male		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00926	female			Yoruba		Africa (HGDP)	YorubaHGDP	Human Genome Diversity Project
HGDP01201	female			Mandenka		Africa (HGDP)	MandenkaHGDP	Human Genome Diversity Project
SC_GMWOF5428747	male		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00933	female			Yoruba		Africa (HGDP)	YorubaHGDP	Human Genome Diversity Project
SC_GMFUL5306412	female		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00938	female			Yoruba		Africa (HGDP)	YorubaHGDP	Human Genome Diversity Project
SC_GMJOL5309971	male		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00940	male			Yoruba		Africa (HGDP)	YorubaHGDP	Human Genome Diversity Project
SC_GMJOL5309940	male		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMJOL5309964	female		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01037	male			Pima		America (HGDP)	PimaHGDP	Human Genome Diversity Project
SC_GMJOL5309933	female		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01051	female			Pima		America (HGDP)	PimaHGDP	Human Genome Diversity Project
SC_GMFUL5306397	male		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01056	female			Pima		America (HGDP)	PimaHGDP	Human Genome Diversity Project
SC_GMFUL5306405	female		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01063	male			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
SC_GMFUL5306429	female		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01369	female			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
SC_GMFUL5309738	female		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01371	male			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
SC_GMFUL5306366	male		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01376	male			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
SC_GMFUL5306359	female		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMJOL5309945	male		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMJOL5309969	female		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMJOL5309851	male		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMJOL5309875	male		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01068	female			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
SC_GMJOL5309820	female		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01070	female			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
SC_GMFUL5309764	female		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01075	male			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
SC_GMFUL5306392	male		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01087	male			Biaka		Africa (HGDP)	BiakaHGDP	Human Genome Diversity Project
HGDP01357	male			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
SC_GMFUL5306400	male		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01094	male			Biaka		Africa (HGDP)	BiakaHGDP	Human Genome Diversity Project
SC_GMFUL5309733	male		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMFUL5306424	male		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
AV-21	female	SAMEA3302765		Crete		West Eurasia (SGDP)	CreteSGDP	Simons Genome Diversity Project
SC_GMFUL5306361	female		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01152	male			Bergamo Italian		Europe (HGDP)	BergamoItalianHGDP	Human Genome Diversity Project
HGDP00936	male	SAMEA3302730		Yoruba		Africa (SGDP)	YorubaSGDP	Simons Genome Diversity Project
SC_GMFUL5309702	female		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01157	female			Bergamo Italian		Europe (HGDP)	BergamoItalianHGDP	Human Genome Diversity Project
SC_GMFUL5306385	female		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01164	male			Tuscan		Europe (HGDP)	TuscanHGDP	Human Genome Diversity Project
SC_GMFUL5309719	female		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01169	female			Tuscan		Europe (HGDP)	TuscanHGDP	Human Genome Diversity Project
SC_GMJOL5309983	female		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01171	female			Bergamo Italian		Europe (HGDP)	BergamoItalianHGDP	Human Genome Diversity Project
SC_GMJOL5309952	male		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMJOL5309976	male		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMJOL5309921	male		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMJOL5309957	female		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMJOL5309926	male		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMJOL5309919	male		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01028	male	SAMEA3302727		Bantu Herero		Africa (SGDP)	BantuHereroSGDP	Simons Genome Diversity Project
SC_GMFUL5306431	female		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMFUL5306347	male		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMWOF5428831	male		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMWOF5428855	male		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01364	male	SAMEA3302621		Basque		West Eurasia (SGDP)	BasqueSGDP	Simons Genome Diversity Project
SC_GMWOF5428879	male		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
NA21490	male	SAMEA3302814		Masai		Africa (SGDP)	MasaiSGDP	Simons Genome Diversity Project
SC_GMWOF5428792	female		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMWOF5428800	female		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01035	male	SAMEA3302869		Bantu Herero		Africa (SGDP)	BantuHereroSGDP	Simons Genome Diversity Project
SC_GMWOF5428824	female		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMWOF5428817	male		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482211	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01359	male			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
HGDP01047	male	SAMEA3302779		Pima		America (SGDP)	PimaSGDP	Simons Genome Diversity Project
SC_GMMAN5482235	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01361	male			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
SC_GMMAN5482172	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01366	female			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
zapo0099	male	SAMEA3302757		Zapotec		America (SGDP)	ZapotecSGDP	Simons Genome Diversity Project
SC_GMMAN5482228	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482165	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482189	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482292	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00474	male	SAMEA3302769		Mbuti		Africa (SGDP)	MbutiSGDP	Simons Genome Diversity Project
SC_GMMAN5482300	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482324	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482348	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482285	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482216	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
mixa0105	female	SAMEA3302811		Mixtec		America (SGDP)	MixtecSGDP	Simons Genome Diversity Project
SC_GMMAN5482177	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482209	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482266	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01417	male	SAMEA3302737		Bantu Kenya		Africa (SGDP)	BantuKenyaSGDP	Simons Genome Diversity Project
NA11201	female	SAMEA3302896		Quechua		America (SGDP)	QuechuaSGDP	Simons Genome Diversity Project
SC_GMMAN5482191	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
Ayodo_81S	female	SAMEA3302884		Somali		Africa (SGDP)	SomaliSGDP	Simons Genome Diversity Project
SC_GMMAN5482223	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
NA21581	male	SAMEA3302687		Masai		Africa (SGDP)	MasaiSGDP	Simons Genome Diversity Project
SC_GMMAN5482247	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01030	male	SAMEA3302630		Bantu Tswana		Africa (SGDP)	BantuTswanaSGDP	Simons Genome Diversity Project
SC_GMMAN5482184	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
NA17374	male	SAMEA3302763		Greek		West Eurasia (SGDP)	GreekSGDP	Simons Genome Diversity Project
SC_GMWOF5428812	female		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMWOF5428797	female		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMWOF5428805	male		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01018	female	SAMEA3302662		Karitiana		America (SGDP)	KaritianaSGDP	Simons Genome Diversity Project
SC_GMWOF5428829	male		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMWOF5428850	male		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMWOF5428874	male		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMWOF5428843	female		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMWOF5428867	female		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMWOF5428906	male		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482242	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMWOF5428716	female		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMWOF5428728	male		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00457	male	SAMEA3302816		Biaka		Africa (SGDP)	BiakaSGDP	Simons Genome Diversity Project
HGDP01044	female	SAMEA3302627		Pima		America (SGDP)	PimaSGDP	Simons Genome Diversity Project
HGDP01373	female			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
HGDP00468	male			Mbuti		Africa (HGDP)	MbutiHGDP	Human Genome Diversity Project
HGDP01378	male			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
HGDP00470	male			Biaka		Africa (HGDP)	BiakaHGDP	Human Genome Diversity Project
HGDP01380	female			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
HGDP00475	male			Biaka		Africa (HGDP)	BiakaHGDP	Human Genome Diversity Project
HGDP00514	female			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP00519	male			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
Ayodo_502C	female	SAMEA3302810		Luo		Africa (SGDP)	LuoSGDP	Simons Genome Diversity Project
HGDP01405	male			Bantu Kenya		Africa (HGDP)	BantuKenyaHGDP	Human Genome Diversity Project
HGDP01412	male			Bantu Kenya		Africa (HGDP)	BantuKenyaHGDP	Human Genome Diversity Project
HGDP00463	male			Mbuti		Africa (HGDP)	MbutiHGDP	Human Genome Diversity Project
HGDP00476	female	SAMEA3302716		Mbuti,Mbuti		Africa (SGDP),Africa (HGDP)	MbutiSGDP,MbutiHGDP	Simons Genome Diversity Project,HGDP Transcriptome
HGDP00538	male			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP00704	female			Colombian		America (HGDP)	ColombianHGDP	Human Genome Diversity Project
HGDP00672	female			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
HGDP00994	male			Bantu South Africa		Africa (HGDP)	BantuSouthAfricaHGDP	Human Genome Diversity Project
HGDP00999	female			Karitiana		America (HGDP)	KaritianaHGDP	Human Genome Diversity Project
HGDP01031	male			Bantu South Africa		Africa (HGDP)	BantuSouthAfricaHGDP	Human Genome Diversity Project
HGDP01043	male			Pima		America (HGDP)	PimaHGDP	Human Genome Diversity Project
HGDP01050	male			Pima		America (HGDP)	PimaHGDP	Human Genome Diversity Project
HGDP00913	male			Mandenka		Africa (HGDP)	MandenkaHGDP	Human Genome Diversity Project
HGDP00918	female			Mandenka		Africa (HGDP)	MandenkaHGDP	Human Genome Diversity Project
HGDP00920	female			Yoruba		Africa (HGDP)	YorubaHGDP	Human Genome Diversity Project
HGDP00925	female			Yoruba		Africa (HGDP)	YorubaHGDP	Human Genome Diversity Project
HGDP00937	male			Yoruba		Africa (HGDP)	YorubaHGDP	Human Genome Diversity Project
HGDP00970	female			Colombian		America (HGDP)	ColombianHGDP	Human Genome Diversity Project
HGDP00843	male			Surui		America (HGDP)	SuruiHGDP	Human Genome Diversity Project
HGDP00862	female			Maya		America (HGDP)	MayaHGDP	Human Genome Diversity Project
HGDP00906	male			Mandenka		Africa (HGDP)	MandenkaHGDP	Human Genome Diversity Project
HGDP00944	male			Yoruba		Africa (HGDP)	YorubaHGDP	Human Genome Diversity Project
